check_id,check_syntax,description
906,invalid_count({column_name}) <> {threshold}:\n  - invalid format: positive percentage point,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is not a positive percentage with a period (.) decimal indicator."
907,invalid_count({column_name}) between {threshold}:\n  - invalid format: positive percentage point,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is not a positive percentage with a period (.) decimal indicator."
908,invalid_count({column_name}) not between {threshold}:\n  - invalid format: positive percentage point,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is not a positive percentage with a period (.) decimal indicator."
909,invalid_count({column_name}) = {threshold}:\n  - invalid format: time 12h,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is not 12-hour clock: hh:mm:ss"
910,invalid_count({column_name}) < {threshold}:\n  - invalid format: time 12h,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is not 12-hour clock: hh:mm:ss"
911,invalid_count({column_name}) > {threshold}:\n  - invalid format: time 12h,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is not 12-hour clock: hh:mm:ss"
912,invalid_count({column_name}) <= {threshold}:\n  - invalid format: time 12h,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is not 12-hour clock: hh:mm:ss"
913,invalid_count({column_name}) >= {threshold}:\n  - invalid format: time 12h,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is not 12-hour clock: hh:mm:ss"
914,invalid_count({column_name}) != {threshold}:\n  - invalid format: time 12h,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is not 12-hour clock: hh:mm:ss"
915,invalid_count({column_name}) <> {threshold}:\n  - invalid format: time 12h,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is not 12-hour clock: hh:mm:ss"
916,invalid_count({column_name}) between {threshold}:\n  - invalid format: time 12h,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is not 12-hour clock: hh:mm:ss"
917,invalid_count({column_name}) not between {threshold}:\n  - invalid format: time 12h,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is not 12-hour clock: hh:mm:ss"
918,invalid_count({column_name}) = {threshold}:\n  - invalid format: time 12h nosec,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is not 12-hour clock: hh:mm"
919,invalid_count({column_name}) < {threshold}:\n  - invalid format: time 12h nosec,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is not 12-hour clock: hh:mm"
920,invalid_count({column_name}) > {threshold}:\n  - invalid format: time 12h nosec,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is not 12-hour clock: hh:mm"
921,invalid_count({column_name}) <= {threshold}:\n  - invalid format: time 12h nosec,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is not 12-hour clock: hh:mm"
922,invalid_count({column_name}) >= {threshold}:\n  - invalid format: time 12h nosec,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is not 12-hour clock: hh:mm"
923,invalid_count({column_name}) != {threshold}:\n  - invalid format: time 12h nosec,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is not 12-hour clock: hh:mm"
924,invalid_count({column_name}) <> {threshold}:\n  - invalid format: time 12h nosec,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is not 12-hour clock: hh:mm"
925,invalid_count({column_name}) between {threshold}:\n  - invalid format: time 12h nosec,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is not 12-hour clock: hh:mm"
926,invalid_count({column_name}) not between {threshold}:\n  - invalid format: time 12h nosec,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is not 12-hour clock: hh:mm"
927,invalid_count({column_name}) = {threshold}:\n  - invalid format: time 24h,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is not 24-hour clock : hh:mm:ss"
928,invalid_count({column_name}) < {threshold}:\n  - invalid format: time 24h,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is not 24-hour clock : hh:mm:ss"
929,invalid_count({column_name}) > {threshold}:\n  - invalid format: time 24h,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is not 24-hour clock : hh:mm:ss"
930,invalid_count({column_name}) <= {threshold}:\n  - invalid format: time 24h,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is not 24-hour clock : hh:mm:ss"
931,invalid_count({column_name}) >= {threshold}:\n  - invalid format: time 24h,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is not 24-hour clock : hh:mm:ss"
932,invalid_count({column_name}) != {threshold}:\n  - invalid format: time 24h,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is not 24-hour clock : hh:mm:ss"
933,invalid_count({column_name}) <> {threshold}:\n  - invalid format: time 24h,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is not 24-hour clock : hh:mm:ss"
934,invalid_count({column_name}) between {threshold}:\n  - invalid format: time 24h,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is not 24-hour clock : hh:mm:ss"
935,invalid_count({column_name}) not between {threshold}:\n  - invalid format: time 24h,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is not 24-hour clock : hh:mm:ss"
936,invalid_count({column_name}) = {threshold}:\n  - invalid format: time 24h nosec,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is not 24-hour clock: hh:mm"
937,invalid_count({column_name}) < {threshold}:\n  - invalid format: time 24h nosec,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is not 24-hour clock: hh:mm"
938,invalid_count({column_name}) > {threshold}:\n  - invalid format: time 24h nosec,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is not 24-hour clock: hh:mm"
939,invalid_count({column_name}) <= {threshold}:\n  - invalid format: time 24h nosec,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is not 24-hour clock: hh:mm"
940,invalid_count({column_name}) >= {threshold}:\n  - invalid format: time 24h nosec,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is not 24-hour clock: hh:mm"
941,invalid_count({column_name}) != {threshold}:\n  - invalid format: time 24h nosec,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is not 24-hour clock: hh:mm"
942,invalid_count({column_name}) <> {threshold}:\n  - invalid format: time 24h nosec,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is not 24-hour clock: hh:mm"
943,invalid_count({column_name}) between {threshold}:\n  - invalid format: time 24h nosec,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is not 24-hour clock: hh:mm"
944,invalid_count({column_name}) not between {threshold}:\n  - invalid format: time 24h nosec,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is not 24-hour clock: hh:mm"
945,invalid_count({column_name}) = {threshold}:\n  - invalid format: timestamp 12h,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is not a timestamp with 12-hour clock format: hh:mm:ss"
946,invalid_count({column_name}) < {threshold}:\n  - invalid format: timestamp 12h,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is not a timestamp with 12-hour clock format: hh:mm:ss"
947,invalid_count({column_name}) > {threshold}:\n  - invalid format: timestamp 12h,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is not a timestamp with 12-hour clock format: hh:mm:ss"
948,invalid_count({column_name}) <= {threshold}:\n  - invalid format: timestamp 12h,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is not a timestamp with 12-hour clock format: hh:mm:ss"
949,invalid_count({column_name}) >= {threshold}:\n  - invalid format: timestamp 12h,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is not a timestamp with 12-hour clock format: hh:mm:ss"
950,invalid_count({column_name}) != {threshold}:\n  - invalid format: timestamp 12h,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is not a timestamp with 12-hour clock format: hh:mm:ss"
951,invalid_count({column_name}) <> {threshold}:\n  - invalid format: timestamp 12h,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is not a timestamp with 12-hour clock format: hh:mm:ss"
952,invalid_count({column_name}) between {threshold}:\n  - invalid format: timestamp 12h,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is not a timestamp with 12-hour clock format: hh:mm:ss"
953,invalid_count({column_name}) not between {threshold}:\n  - invalid format: timestamp 12h,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is not a timestamp with 12-hour clock format: hh:mm:ss"
954,invalid_count({column_name}) = {threshold}:\n  - invalid format: timestamp 24h,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is not a timestamp with 24-hour clock format: hh:mm:ss"
955,invalid_count({column_name}) < {threshold}:\n  - invalid format: timestamp 24h,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is not a timestamp with 24-hour clock format: hh:mm:ss"
956,invalid_count({column_name}) > {threshold}:\n  - invalid format: timestamp 24h,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is not a timestamp with 24-hour clock format: hh:mm:ss"
957,invalid_count({column_name}) <= {threshold}:\n  - invalid format: timestamp 24h,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is not a timestamp with 24-hour clock format: hh:mm:ss"
958,invalid_count({column_name}) >= {threshold}:\n  - invalid format: timestamp 24h,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is not a timestamp with 24-hour clock format: hh:mm:ss"
959,invalid_count({column_name}) != {threshold}:\n  - invalid format: timestamp 24h,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is not a timestamp with 24-hour clock format: hh:mm:ss"
960,invalid_count({column_name}) <> {threshold}:\n  - invalid format: timestamp 24h,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is not a timestamp with 24-hour clock format: hh:mm:ss"
961,invalid_count({column_name}) between {threshold}:\n  - invalid format: timestamp 24h,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is not a timestamp with 24-hour clock format: hh:mm:ss"
962,invalid_count({column_name}) not between {threshold}:\n  - invalid format: timestamp 24h,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is not a timestamp with 24-hour clock format: hh:mm:ss"
963,invalid_count({column_name}) = {threshold}:\n  - invalid format: uuid,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is not is an standard Universally unique identifier."
964,invalid_count({column_name}) < {threshold}:\n  - invalid format: uuid,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is not is an standard Universally unique identifier."
965,invalid_count({column_name}) > {threshold}:\n  - invalid format: uuid,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is not is an standard Universally unique identifier."
966,invalid_count({column_name}) <= {threshold}:\n  - invalid format: uuid,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is not is an standard Universally unique identifier."
967,invalid_count({column_name}) >= {threshold}:\n  - invalid format: uuid,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is not is an standard Universally unique identifier."
968,invalid_count({column_name}) != {threshold}:\n  - invalid format: uuid,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is not is an standard Universally unique identifier."
969,invalid_count({column_name}) <> {threshold}:\n  - invalid format: uuid,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is not is an standard Universally unique identifier."
970,invalid_count({column_name}) between {threshold}:\n  - invalid format: uuid,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is not is an standard Universally unique identifier."
971,invalid_count({column_name}) not between {threshold}:\n  - invalid format: uuid,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is not is an standard Universally unique identifier."
972,invalid_count({column_name}) = {threshold}:\n  - valid regex: (regex_pattern),"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the value match the regex pattern "
973,invalid_count({column_name}) < {threshold}:\n  - valid regex: (regex_pattern),"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the value does not match the regex pattern "
974,invalid_count({column_name}) > {threshold}:\n  - valid regex: (regex_pattern),"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the value does not match the regex pattern "
975,invalid_count({column_name}) <= {threshold}:\n  - valid regex: (regex_pattern),"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the value does not match the regex pattern "
976,invalid_count({column_name}) >= {threshold}:\n  - valid regex: (regex_pattern),"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the value does not match the regex pattern "
977,invalid_count({column_name}) != {threshold}:\n  - valid regex: (regex_pattern),"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the value does not match the regex pattern "
978,invalid_count({column_name}) <> {threshold}:\n  - valid regex: (regex_pattern),"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the value does not match the regex pattern "
979,invalid_count({column_name}) between {threshold}:\n  - valid regex: (regex_pattern),"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the value does not match the regex pattern "
980,invalid_count({column_name}) not between {threshold}:\n  - valid regex: (regex_pattern),"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the value does not match the regex pattern "
981,invalid_count({column_name}) = {threshold}:\n  - invalid values: [list_of_invalid values],"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the data in the column does not match any value from [list_of_invalid values]. "
982,invalid_count({column_name}) < {threshold}:\n  - invalid values: [list_of_invalid values],"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the data in the column does not match any value from [list_of_invalid values]. "
983,invalid_count({column_name}) > {threshold}:\n  - invalid values: [list_of_invalid values],"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the data in the column does not match any value from [list_of_invalid values]. "
984,invalid_count({column_name}) <= {threshold}:\n  - invalid values: [list_of_invalid values],"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the data in the column does not match any value from [list_of_invalid values]. "
985,invalid_count({column_name}) >= {threshold}:\n  - invalid values: [list_of_invalid values],"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the data in the column does not match any value from [list_of_invalid values]. "
986,invalid_count({column_name}) != {threshold}:\n  - invalid values: [list_of_invalid values],"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the data in the column does not match any value from [list_of_invalid values]. "
987,invalid_count({column_name}) <> {threshold}:\n  - invalid values: [list_of_invalid values],"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the data in the column does not match any value from [list_of_invalid values]. "
988,invalid_count({column_name}) between {threshold}:\n  - invalid values: [list_of_invalid values],"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the data in the column does not match any value from [list_of_invalid values]. "
989,invalid_count({column_name}) not between {threshold}:\n  - invalid values: [list_of_invalid values],"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the data in the column does not match any value from [list_of_invalid values]. "
1,avg({column_name}) = {value},Checks if the average value in the {column_name} column is equal to {value}.
2,avg({column_name}) < {value},Checks if the average value in the {column_name} column is less than {value}.
3,avg({column_name}) > {value},Checks if the average value in the {column_name} column is greater than {value}.
4,avg({column_name}) <= {value},Checks if the average value in the {column_name} column is less than or equal to {value}.
5,avg({column_name}) >= {value},Checks if the average value in the {column_name} column is greater than or equal to {value}.
6,avg({column_name}) != {value},Checks if the average value in the {column_name} column is not equal to {value}.
7,avg({column_name}) <> {value},Checks if the average value in the {column_name} column is not equal to {value} (alternative syntax).
8,avg({column_name}) between {min_value} and {max_value},Checks if the average value in the {column_name} column is between {min_value} and {max_value}.
9,avg({column_name}) not between {min_value} and {max_value},Checks if the average value in the {column_name} column is not between {min_value} and {max_value}.
10,max({column_name}) = {value},Checks if the maximum value in the {column_name} column is equal to {value}.
11,max({column_name}) < {value},Checks if the maximum value in the {column_name} column is less than {value}.
12,max({column_name}) > {value},Checks if the maximum value in the {column_name} column is greater than {value}.
13,max({column_name}) <= {value},Checks if the maximum value in the {column_name} column is less than or equal to {value}.
14,max({column_name}) >= {value},Checks if the maximum value in the {column_name} column is greater than or equal to {value}.
15,max({column_name}) != {value},Checks if the maximum value in the {column_name} column is not equal to {value}.
16,max({column_name}) <> {value},Checks if the maximum value in the {column_name} column is not equal to {value} (alternative syntax).
17,max({column_name}) between {min_value} and {max_value},Checks if the maximum value in the {column_name} column is between {min_value} and {max_value}.
18,max({column_name}) not between {min_value} and {max_value},Checks if the maximum value in the {column_name} column is not between {min_value} and {max_value}.
19,min({column_name}) = {value},Checks if the minimum value in the {column_name} column is equal to {value}.
20,min({column_name}) < {value},Checks if the minimum value in the {column_name} column is less than {value}.
21,min({column_name}) > {value},Checks if the minimum value in the {column_name} column is greater than {value}.
22,min({column_name}) <= {value},Checks if the minimum value in the {column_name} column is less than or equal to {value}.
23,min({column_name}) >= {value},Checks if the minimum value in the {column_name} column is greater than or equal to {value}.
24,min({column_name}) != {value},Checks if the minimum value in the {column_name} column is not equal to {value}.
25,min({column_name}) <> {value},Checks if the minimum value in the {column_name} column is not equal to {value} (alternative syntax).
26,min({column_name}) between {min_value} and {max_value},Checks if the minimum value in the {column_name} column is between {min_value} and {max_value}.
27,min({column_name}) not between {min_value} and {max_value},Checks if the minimum value in the {column_name} column is not between {min_value} and {max_value}.
28,sum({column_name}) = {value},Checks if the sum of the values in the {column_name} column is equal to {value}.
29,sum({column_name}) < {value},Checks if the sum of the values in the {column_name} column is less than {value}.
30,sum({column_name}) > {value},Checks if the sum of the values in the {column_name} column is greater than {value}.
31,sum({column_name}) <= {value},Checks if the sum of the values in the {column_name} column is less than or equal to {value}.
32,sum({column_name}) >= {value},Checks if the sum of the values in the {column_name} column is greater than or equal to {value}.
33,sum({column_name}) != {value},Checks if the sum of the values in the {column_name} column is not equal to {value}.
34,sum({column_name}) <> {value},Checks if the sum of the values in the {column_name} column is not equal to {value} (alternative syntax).
35,sum({column_name}) between {min_value} and {max_value},Checks if the sum of the values in the {column_name} column is between {min_value} and {max_value}.
36,sum({column_name}) not between {min_value} and {max_value},Checks if the sum of the values in the {column_name} column is not between {min_value} and {max_value}.
37,max_length({column_name}) <= {max_length},Checks if the maximum length of values in the specified column {column_name} is less than or equal to {max_length}.
38,max_length({column_name}) = {max_length},Checks if the maximum length of values in the specified column {column_name} is equal to {max_length}.
39,max_length({column_name}) >= {max_length},Checks if the maximum length of values in the specified column {column_name} is greater than or equal to {max_length}.
40,max_length({column_name}) > {max_length},Checks if the maximum length of values in the specified column {column_name} is greater than {max_length}.
41,max_length({column_name}) < {max_length},Checks if the maximum length of values in the specified column {column_name} is less than {max_length}.
42,min_length({column_name}) = {min_length},Checks if the minimum length of values in the specified column {column_name} is exactly equal to {min_length}.
43,min_length({column_name}) <= {min_length},Checks if the minimum length of values in the specified column {column_name} is less than or equal to {min_length}.
44,min_length({column_name}) < {min_length},Checks if the minimum length of values in the specified column {column_name} is less than {min_length}.
45,min_length({column_name}) > {min_length},Checks if the minimum length of values in the specified column {column_name} is greater than {min_length}.
46,min_length({column_name}) >= {min_length},Checks if the minimum length of values in the specified column {column_name} is greater than or equal to {min_length}.
47,row_count between {min_value} and {max_value},Checks if the total number of rows is between {min_value} and {max_value} (inclusive).
48,row_count not between {min_value} and {max_value},Checks if the total number of rows is not between {min_value} and {max_value} (exclusive of the range).
49,row_count = {value},Checks if the total number of rows is exactly equal to {value}.
50,row_count > {value},Checks if the total number of rows is greater than {value}.
51,row_count >= {value},Checks if the total number of rows is greater than or equal to {value}.
52,row_count < {value},Checks if the total number of rows is less than {value}.
53,row_count <= {value},Checks if the total number of rows is less than or equal to {value}.
54,min({column_name}) = {min_value},Checks if the minimum value in the specified column {column_name} is exactly equal to {min_value}.
55,min({column_name}) <= {min_value},Checks if the minimum value in the specified column {column_name} is less than or equal to {min_value}.
56,min({column_name}) < {min_value},Checks if the minimum value in the specified column {column_name} is less than {min_value}.
57,min({column_name}) > {min_value},Checks if the minimum value in the specified column {column_name} is greater than {min_value}.
58,min({column_name}) >= {min_value},Checks if the minimum value in the specified column {column_name} is greater than or equal to {min_value}.
59,missing_count({column_name}) = {max_nulls},Checks if the number of missing (null) values in the specified column {column_name} is exactly equal to {max_nulls}.
60,missing_count({column_name}) <= {max_nulls},Checks if the number of missing (null) values in the specified column {column_name} is less than or equal to {max_nulls}.
61,missing_count({column_name}) < {max_nulls},Checks if the number of missing (null) values in the specified column {column_name} is less than {max_nulls}.
62,missing_count({column_name}) > {max_nulls},Checks if the number of missing (null) values in the specified column {column_name} is greater than {max_nulls}.
63,missing_count({column_name}) >= {max_nulls},Checks if the number of missing (null) values in the specified column {column_name} is greater than or equal to {max_nulls}.
64,missing_percent({column_name}) = {percentage_value},Checks if the percentage of missing (null) values in the specified column {column_name} is exactly equal to {percentage_value}.
65,missing_percent({column_name}) <= {percentage_value},Checks if the percentage of missing (null) values in the specified column {column_name} is less than or equal to {percentage_value}.
66,missing_percent({column_name}) < {percentage_value},Checks if the percentage of missing (null) values in the specified column {column_name} is less than {percentage_value}.
67,missing_percent({column_name}) > {percentage_value},Checks if the percentage of missing (null) values in the specified column {column_name} is greater than {percentage_value}.
68,missing_percent({column_name}) >= {percentage_value},Checks if the percentage of missing (null) values in the specified column {column_name} is greater than or equal to {percentage_value}.
69,freshness({column_name}) < {threshold},Checks if the freshness of the data in the {column_name} column is less than the specified {threshold}.
70,freshness({column_name}) <= {threshold},Checks if the freshness of the data in the {column_name} column is less than or equal to the specified {threshold}.
71,freshness({column_name}) = {threshold},Checks if the freshness of the data in the {column_name} column is exactly equal to the specified {threshold}.
72,freshness({column_name}) > {threshold},Checks if the freshness of the data in the {column_name} column is greater than the specified {threshold}.
73,freshness({column_name}) >= {threshold},Checks if the freshness of the data in the {column_name} column is greater than or equal to the specified {threshold}.
74,freshness({column_name}) between {min_threshold} and {max_threshold},Checks if the freshness of the data in the {column_name} column is between the specified {min_threshold} and {max_threshold}.
75,freshness({column_name}) not between {min_threshold} and {max_threshold},Checks if the freshness of the data in the {column_name} column is not between the specified {min_threshold} and {max_threshold}.
76,duplicate_count({column_name}) = {value},Checks if the number of duplicate values in the {column_name} column is exactly equal to {value}.
77,duplicate_count({column_name}) <= {value},Checks if the number of duplicate values in the {column_name} column is less than or equal to {value}.
78,duplicate_count({column_name}) < {value},Checks if the number of duplicate values in the {column_name} column is less than {value}.
79,duplicate_count({column_name}) > {value},Checks if the number of duplicate values in the {column_name} column is greater than {value}.
80,duplicate_count({column_name}) >= {value},Checks if the number of duplicate values in the {column_name} column is greater than or equal to {value}.
81,duplicate_count({column_name}) between {min_value} and {max_value},Checks if the number of duplicate values in the {column_name} column is between {min_value} and {max_value}.
82,duplicate_count({column_name}) not between {min_value} and {max_value},Checks if the number of duplicate values in the {column_name} column is not between {min_value} and {max_value}.
83,duplicate_percent({column_name}) = {value},Checks if the percentage of duplicate values in the {column_name} column is exactly equal to {value}.
84,duplicate_percent({column_name}) <= {value},Checks if the percentage of duplicate values in the {column_name} column is less than or equal to {value}.
85,duplicate_percent({column_name}) < {value},Checks if the percentage of duplicate values in the {column_name} column is less than {value}.
86,duplicate_percent({column_name}) > {value},Checks if the percentage of duplicate values in the {column_name} column is greater than {value}.
87,duplicate_percent({column_name}) >= {value},Checks if the percentage of duplicate values in the {column_name} column is greater than or equal to {value}.
88,duplicate_percent({column_name}) between {min_value} and {max_value},Checks if the percentage of duplicate values in the {column_name} column is between {min_value} and {max_value}.
89,duplicate_percent({column_name}) not between {min_value} and {max_value},Checks if the percentage of duplicate values in the {column_name} column is not between {min_value} and {max_value}.
90,avg_length({column_name}) = {value},Checks if the average length of values in the {column_name} column is equal to {value}.
91,avg_length({column_name}) <= {value},Checks if the average length of values in the {column_name} column is less than or equal to {value}.
92,avg_length({column_name}) < {value},Checks if the average length of values in the {column_name} column is less than {value}.
93,avg_length({column_name}) > {value},Checks if the average length of values in the {column_name} column is greater than {value}.
94,avg_length({column_name}) >= {value},Checks if the average length of values in the {column_name} column is greater than or equal to {value}.
95,"percentile({column_name}, {percentile_value}) = {value}",Checks if the percentile in the {column_name} column is equal to {value}.
96,"percentile({column_name}, {percentile_value}) <= {value}",Checks if the percentile in the {column_name} column is less than or equal to {value}.
97,"percentile({column_name}, {percentile_value}) < {value}",Checks if the percentile in the {column_name} column is less than {value}.
98,"percentile({column_name}, {percentile_value}) > {value}",Checks if the percentile in the {column_name} column is greater than {value}.
99,"percentile({column_name}, {percentile_value}) >= {value}",Checks if the percentile in the {column_name} column is greater than or equal to {value}.
100,stddev({column_name}) = {value},Checks if the standard deviation of values in the {column_name} column is equal to {value}.
101,stddev({column_name}) <= {value},Checks if the standard deviation of values in the {column_name} column is less than or equal to {value}.
102,stddev({column_name}) < {value},Checks if the standard deviation of values in the {column_name} column is less than {value}.
103,stddev({column_name}) > {value},Checks if the standard deviation of values in the {column_name} column is greater than {value}.
104,stddev({column_name}) >= {value},Checks if the standard deviation of values in the {column_name} column is greater than or equal to {value}.
105,stddev_pop({column_name}) = {value},Checks if the population standard deviation of values in the {column_name} column is equal to {value}.
106,stddev_pop({column_name}) <= {value},Checks if the population standard deviation of values in the {column_name} column is less than or equal to {value}.
107,stddev_pop({column_name}) < {value},Checks if the population standard deviation of values in the {column_name} column is less than {value}.
108,stddev_pop({column_name}) > {value},Checks if the population standard deviation of values in the {column_name} column is greater than {value}.
109,stddev_pop({column_name}) >= {value},Checks if the population standard deviation of values in the {column_name} column is greater than or equal to {value}.
110,stddev_samp({column_name}) = {value},Checks if the sample standard deviation of values in the {column_name} column is equal to {value}.
111,stddev_samp({column_name}) <= {value},Checks if the sample standard deviation of values in the {column_name} column is less than or equal to {value}.
112,stddev_samp({column_name}) < {value},Checks if the sample standard deviation of values in the {column_name} column is less than {value}.
113,stddev_samp({column_name}) > {value},Checks if the sample standard deviation of values in the {column_name} column is greater than {value}.
114,stddev_samp({column_name}) >= {value},Checks if the sample standard deviation of values in the {column_name} column is greater than or equal to {value}.
115,variance({column_name}) = {value},Checks if the variance of values in the {column_name} column is equal to {value}.
116,variance({column_name}) <= {value},Checks if the variance of values in the {column_name} column is less than or equal to {value}.
117,variance({column_name}) < {value},Checks if the variance of values in the {column_name} column is less than {value}.
118,variance({column_name}) > {value},Checks if the variance of values in the {column_name} column is greater than {value}.
119,variance({column_name}) >= {value},Checks if the variance of values in the {column_name} column is greater than or equal to {value}.
120,var_pop({column_name}) = {value},Checks if the population variance of values in the {column_name} column is equal to {value}.
121,var_pop({column_name}) <= {value},Checks if the population variance of values in the {column_name} column is less than or equal to {value}.
122,var_pop({column_name}) < {value},Checks if the population variance of values in the {column_name} column is less than {value}.
123,var_pop({column_name}) > {value},Checks if the population variance of values in the {column_name} column is greater than {value}.
124,var_pop({column_name}) >= {value},Checks if the population variance of values in the {column_name} column is greater than or equal to {value}.
125,var_samp({column_name}) = {value},Checks if the sample variance of values in the {column_name} column is equal to {value}.
126,var_samp({column_name}) <= {value},Checks if the sample variance of values in the {column_name} column is less than or equal to {value}.
127,var_samp({column_name}) < {value},Checks if the sample variance of values in the {column_name} column is less than {value}.
128,var_samp({column_name}) > {value},Checks if the sample variance of values in the {column_name} column is greater than {value}.
129,var_samp({column_name}) >= {value},Checks if the sample variance of values in the {column_name} column is greater than or equal to {value}.
130,invalid_count({column_name}) = 0:\n  - valid format: credit card number,Validates that the data in the column that contain standard credit card numbers.
131,invalid_count({column_name}) = 0:\n  - valid format: date eu,Validates that the data in the column follows the date format: dd/mm/yyyy (excluding time)
